ID,question,result,expected,groups,corrupt
2,"Object wh-question
misalignment (bive)",0,0,7,FALSE
2,"Object wh-question
right alignment",10,10,7,FALSE
2,"Topicalization (aldo)
gesture+speech",0,0,8,FALSE
2,"Topicalization (aldo)
misalignment (whole sentence)",3,0,8,FALSE
2,"Topicalization (aldo)
right alignment on aldo",9,10,8,FALSE
2,"Topicalization (aldo)
speech+gesture",0,0,8,FALSE
2,"Disapproval echo question (wh-to-LLP/tutto)
speech+gesture",0,0,9,FALSE
2,"Disapproval echo question (wh-to-LLP/tutto)
gesture+speech",2,0,9,FALSE
2,"Disapproval echo question (wh-to-LLP/tutto)
alignment on LLP che",1,0,9,FALSE
2,"Disapproval echo question (wh-to-LLP/tutto)
misalignment (tutto che)",0,0,9,FALSE
2,"Disapproval echo question (wh-to-LLP/tutto)
right alignment--whole sentence",9,10,9,FALSE
2,"Unheard echo question
speech+gesture",0,0,10,TRUE
2,"Unheard echo question
gesture+speech",0,0,10,FALSE
2,"Unheard echo question
misalignment (buone che)",0,0,10,FALSE
2,"Unheard echo question
che LLP",0,0,10,FALSE
2,"Unheard echo question
right alignment--whole question",10,10,10,FALSE
2,"Surprise-disapproval question
speech+gesture",3,0,11,FALSE
2,"Surprise-disapproval question
gesture+speech",2,0,11,FALSE
2,"Surprise-disapproval question
right alignment",10,10,11,FALSE
2,"Surprise-disapproval question
misalignment (dicenne)",1,0,11,FALSE
2,"Disapproval echo question
speech+gesture",2,0,12,FALSE
2,"Disapproval echo question
gesture+speech",0,0,12,FALSE
2,"Disapproval echo question
alignment on che LLP",0,0,12,FALSE
2,"Disapproval echo question
misalignment (buone che)",1,0,12,FALSE
2,"Disapproval echo question
right alignment--whole sentence",8,10,12,FALSE
2,"Declarative biased question
speech+gesture",2,0,13,FALSE
2,"Declarative biased question
gesture+speech",0,0,13,FALSE
2,"Declarative biased question
right alignment",10,10,13,FALSE
2,"Declarative biased question
misalignment (chiuenne)",0,0,13,FALSE
2,"Can’t-find-the-value-of-x question
speech+gesture",2,0,14,FALSE
2,"Can’t-find-the-value-of-x question
gesture+speech",1,0,14,FALSE
2,"Can’t-find-the-value-of-x question
misalignment (ha fatte)",0,0,14,FALSE
2,"Can’t-find-the-value-of-x question
right alignment",10,10,14,FALSE
2,"Subject wh-question
speech+gesture",0,0,15,FALSE
2,"Subject wh-question
right alignment",10,10,15,FALSE
2,"Subject wh-question
misalignment (a figlia)",2,0,15,FALSE
2,"Subject wh-question
gesture+speech",1,0,15,FALSE
3,"Info-seeking wh-question
speech+gesture",1,0,1,FALSE
3,"Info-seeking wh-question
gesture+speech",2,0,1,FALSE
3,"Info-seeking wh-question
right alignment",9,10,1,FALSE
3,"Info-seeking wh-question
misalignment (aldo)",0,0,1,FALSE
3,"Yes/no question
speech+gesture",1,0,2,FALSE
3,"Yes/no question
gesture+speech",1,0,2,FALSE
3,"Yes/no question
right alignment",0,0,2,FALSE
3,"Yes/no question
misalignment (festa)",0,0,2,FALSE
3,"Counter-expectational question
speech+gesture",3,0,3,FALSE
3,"Counter-expectational question
gesture+speech",1,0,3,FALSE
3,"Counter-expectational question
right alignment",10,10,3,FALSE
3,"Counter-expectational question
misalignment (a sta schola)",0,0,3,FALSE
3,"Rhetorical question
speech+gesture",2,0,4,FALSE
3,"Rhetorical question
gesture+speech",0,0,4,FALSE
3,"Rhetorical question
right alignment",10,10,4,FALSE
3,"Rhetorical question
misalignment (Giuseppe)",0,0,4,FALSE
3,"Info-seeking non wh-question
speech+gesture",1,0,5,FALSE
3,"Info-seeking non wh-question
gesture+speech",2,0,5,FALSE
3,"Info-seeking non wh-question
misalignment (Posillipo)",0,0,5,FALSE
3,"Info-seeking non wh-question
right alignment",0,0,5,FALSE
3,"Disapproval echo-question (wh-to-HLP)
speech+gesture",1,0,6,FALSE
3,"Disapproval echo-question (wh-to-HLP)
gesture+speech",1,0,6,FALSE
3,"Disapproval echo-question (wh-to-HLP)
misalignment (buone)",0,0,6,FALSE
3,"Disapproval echo-question (wh-to-HLP)
right alignment",10,10,6,FALSE
3,"Object wh-question
speech+gesture",1,0,7,FALSE
3,"Object wh-question
gesture+speech",0,0,7,FALSE
3,"Object wh-question
misalignment (bive)",0,0,7,FALSE
3,"Object wh-question
right alignment",10,10,7,FALSE
3,"Topicalization (aldo)
gesture+speech",0,0,8,FALSE
3,"Topicalization (aldo)
misalignment (whole sentence)",0,0,8,FALSE
3,"Topicalization (aldo)
right alignment on aldo",10,10,8,FALSE
3,"Topicalization (aldo)
speech+gesture",0,0,8,FALSE
3,"Disapproval echo question (wh-to-LLP/tutto)
speech+gesture",1,0,9,FALSE
3,"Disapproval echo question (wh-to-LLP/tutto)
gesture+speech",1,0,9,FALSE
3,"Disapproval echo question (wh-to-LLP/tutto)
alignment on LLP che",0,0,9,FALSE
3,"Disapproval echo question (wh-to-LLP/tutto)
misalignment (tutto che)",0,0,9,FALSE
3,"Disapproval echo question (wh-to-LLP/tutto)
right alignment--whole sentence",10,10,9,FALSE
3,"Unheard echo question
speech+gesture",2,0,10,TRUE
3,"Unheard echo question
gesture+speech",0,0,10,FALSE
3,"Unheard echo question
misalignment (buone che)",0,0,10,FALSE
3,"Unheard echo question
che LLP",0,0,10,FALSE
3,"Unheard echo question
right alignment--whole question",10,10,10,FALSE
3,"Surprise-disapproval question
speech+gesture",1,0,11,FALSE
3,"Surprise-disapproval question
gesture+speech",0,0,11,FALSE
3,"Surprise-disapproval question
right alignment",10,10,11,FALSE
3,"Surprise-disapproval question
misalignment (dicenne)",0,0,11,FALSE
3,"Disapproval echo question
speech+gesture",1,0,12,FALSE
3,"Disapproval echo question
gesture+speech",1,0,12,FALSE
3,"Disapproval echo question
alignment on che LLP",0,0,12,FALSE
3,"Disapproval echo question
misalignment (buone che)",0,0,12,FALSE
3,"Disapproval echo question
right alignment--whole sentence",10,10,12,FALSE
3,"Declarative biased question
speech+gesture",0,0,13,FALSE
3,"Declarative biased question
gesture+speech",1,0,13,FALSE
3,"Declarative biased question
right alignment",9,10,13,FALSE
3,"Declarative biased question
misalignment (chiuenne)",1,0,13,FALSE
3,"Can’t-find-the-value-of-x question
speech+gesture",1,0,14,FALSE
3,"Can’t-find-the-value-of-x question
gesture+speech",1,0,14,FALSE
3,"Can’t-find-the-value-of-x question
misalignment (ha fatte)",0,0,14,FALSE
3,"Can’t-find-the-value-of-x question
right alignment",10,10,14,FALSE
3,"Subject wh-question
speech+gesture",1,0,15,FALSE
3,"Subject wh-question
right alignment",10,10,15,FALSE
3,"Subject wh-question
misalignment (a figlia)",0,0,15,FALSE
3,"Subject wh-question
gesture+speech",1,0,15,FALSE
4,"Info-seeking wh-question
speech+gesture",0,0,1,FALSE
4,"Info-seeking wh-question
gesture+speech",1,0,1,FALSE
4,"Info-seeking wh-question
right alignment",2,10,1,FALSE
4,"Info-seeking wh-question
misalignment (aldo)",9,0,1,FALSE
4,"Yes/no question
speech+gesture",2,0,2,FALSE
4,"Yes/no question
gesture+speech",0,0,2,FALSE
4,"Yes/no question
right alignment",2,0,2,FALSE
4,"Yes/no question
misalignment (festa)",1,0,2,FALSE
4,"Counter-expectational question
speech+gesture",2,0,3,FALSE
4,"Counter-expectational question
gesture+speech",2,0,3,FALSE
4,"Counter-expectational question
right alignment",9,10,3,FALSE
4,"Counter-expectational question
misalignment (a sta schola)",2,0,3,FALSE
4,"Rhetorical question
speech+gesture",2,0,4,FALSE
4,"Rhetorical question
gesture+speech",2,0,4,FALSE
4,"Rhetorical question
right alignment",10,10,4,FALSE
4,"Rhetorical question
misalignment (Giuseppe)",1,0,4,FALSE
4,"Info-seeking non wh-question
speech+gesture",1,0,5,FALSE
4,"Info-seeking non wh-question
gesture+speech",2,0,5,FALSE
4,"Info-seeking non wh-question
misalignment (Posillipo)",2,0,5,FALSE
4,"Info-seeking non wh-question
right alignment",2,0,5,FALSE
4,"Disapproval echo-question (wh-to-HLP)
speech+gesture",0,0,6,FALSE
4,"Disapproval echo-question (wh-to-HLP)
gesture+speech",0,0,6,FALSE
4,"Disapproval echo-question (wh-to-HLP)
misalignment (buone)",0,0,6,FALSE
4,"Disapproval echo-question (wh-to-HLP)
right alignment",10,10,6,FALSE
4,"Object wh-question
speech+gesture",2,0,7,FALSE
4,"Object wh-question
gesture+speech",0,0,7,FALSE
4,"Object wh-question
misalignment (bive)",0,0,7,FALSE
4,"Object wh-question
right alignment",10,10,7,FALSE
4,"Topicalization (aldo)
gesture+speech",1,0,8,FALSE
4,"Topicalization (aldo)
misalignment (whole sentence)",0,0,8,FALSE
4,"Topicalization (aldo)
right alignment on aldo",10,10,8,FALSE
4,"Topicalization (aldo)
speech+gesture",0,0,8,FALSE
4,"Disapproval echo question (wh-to-LLP/tutto)
speech+gesture",0,0,9,FALSE
4,"Disapproval echo question (wh-to-LLP/tutto)
gesture+speech",0,0,9,FALSE
4,"Disapproval echo question (wh-to-LLP/tutto)
alignment on LLP che",1,0,9,FALSE
4,"Disapproval echo question (wh-to-LLP/tutto)
misalignment (tutto che)",2,0,9,FALSE
4,"Disapproval echo question (wh-to-LLP/tutto)
right alignment--whole sentence",10,10,9,FALSE
4,"Unheard echo question
speech+gesture",0,0,10,TRUE
4,"Unheard echo question
gesture+speech",0,0,10,FALSE
4,"Unheard echo question
misalignment (buone che)",0,0,10,FALSE
4,"Unheard echo question
che LLP",2,0,10,FALSE
4,"Unheard echo question
right alignment--whole question",8,10,10,FALSE
4,"Surprise-disapproval question
speech+gesture",2,0,11,FALSE
4,"Surprise-disapproval question
gesture+speech",2,0,11,FALSE
4,"Surprise-disapproval question
right alignment",10,10,11,FALSE
4,"Surprise-disapproval question
misalignment (dicenne)",1,0,11,FALSE
4,"Disapproval echo question
speech+gesture",1,0,12,FALSE
4,"Disapproval echo question
gesture+speech",1,0,12,FALSE
4,"Disapproval echo question
alignment on che LLP",2,0,12,FALSE
4,"Disapproval echo question
misalignment (buone che)",2,0,12,FALSE
4,"Disapproval echo question
right alignment--whole sentence",10,10,12,FALSE
4,"Declarative biased question
speech+gesture",2,0,13,FALSE
4,"Declarative biased question
gesture+speech",2,0,13,FALSE
4,"Declarative biased question
right alignment",7,10,13,FALSE
4,"Declarative biased question
misalignment (chiuenne)",1,0,13,FALSE
4,"Can’t-find-the-value-of-x question
speech+gesture",1,0,14,FALSE
4,"Can’t-find-the-value-of-x question
gesture+speech",1,0,14,FALSE
4,"Can’t-find-the-value-of-x question
misalignment (ha fatte)",2,0,14,FALSE
4,"Can’t-find-the-value-of-x question
right alignment",10,10,14,FALSE
4,"Subject wh-question
speech+gesture",2,0,15,FALSE
4,"Subject wh-question
right alignment",10,10,15,FALSE
4,"Subject wh-question
misalignment (a figlia)",2,0,15,FALSE
4,"Subject wh-question
gesture+speech",0,0,15,FALSE
5,"Info-seeking wh-question
speech+gesture",3,0,1,FALSE
5,"Info-seeking wh-question
gesture+speech",1,0,1,FALSE
5,"Info-seeking wh-question
right alignment",9,10,1,FALSE
5,"Info-seeking wh-question
misalignment (aldo)",0,0,1,FALSE
5,"Yes/no question
speech+gesture",2,0,2,FALSE
5,"Yes/no question
gesture+speech",1,0,2,FALSE
5,"Yes/no question
right alignment",0,0,2,FALSE
5,"Yes/no question
misalignment (festa)",0,0,2,FALSE
5,"Counter-expectational question
speech+gesture",1,0,3,FALSE
5,"Counter-expectational question
gesture+speech",1,0,3,FALSE
5,"Counter-expectational question
right alignment",10,10,3,FALSE
5,"Counter-expectational question
misalignment (a sta schola)",0,0,3,FALSE
5,"Rhetorical question
speech+gesture",2,0,4,FALSE
5,"Rhetorical question
gesture+speech",0,0,4,FALSE
5,"Rhetorical question
right alignment",10,10,4,FALSE
5,"Rhetorical question
misalignment (Giuseppe)",0,0,4,FALSE
5,"Info-seeking non wh-question
speech+gesture",1,0,5,FALSE
5,"Info-seeking non wh-question
gesture+speech",0,0,5,FALSE
5,"Info-seeking non wh-question
misalignment (Posillipo)",0,0,5,FALSE
5,"Info-seeking non wh-question
right alignment",0,0,5,FALSE
5,"Disapproval echo-question (wh-to-HLP)
speech+gesture",1,0,6,FALSE
5,"Disapproval echo-question (wh-to-HLP)
gesture+speech",2,0,6,FALSE
5,"Disapproval echo-question (wh-to-HLP)
misalignment (buone)",0,0,6,FALSE
5,"Disapproval echo-question (wh-to-HLP)
right alignment",9,10,6,FALSE
5,"Object wh-question
speech+gesture",1,0,7,FALSE
5,"Object wh-question
gesture+speech",0,0,7,FALSE
5,"Object wh-question
misalignment (bive)",0,0,7,FALSE
5,"Object wh-question
right alignment",10,10,7,FALSE
5,"Topicalization (aldo)
gesture+speech",2,0,8,FALSE
5,"Topicalization (aldo)
misalignment (whole sentence)",0,0,8,FALSE
5,"Topicalization (aldo)
right alignment on aldo",10,10,8,FALSE
5,"Topicalization (aldo)
speech+gesture",0,0,8,FALSE
5,"Disapproval echo question (wh-to-LLP/tutto)
speech+gesture",1,0,9,FALSE
5,"Disapproval echo question (wh-to-LLP/tutto)
gesture+speech",0,0,9,FALSE
5,"Disapproval echo question (wh-to-LLP/tutto)
alignment on LLP che",0,0,9,FALSE
5,"Disapproval echo question (wh-to-LLP/tutto)
misalignment (tutto che)",0,0,9,FALSE
5,"Disapproval echo question (wh-to-LLP/tutto)
right alignment--whole sentence",10,10,9,FALSE
5,"Unheard echo question
speech+gesture",1,0,10,TRUE
5,"Unheard echo question
gesture+speech",1,0,10,FALSE
5,"Unheard echo question
misalignment (buone che)",0,0,10,FALSE
5,"Unheard echo question
che LLP",0,0,10,FALSE
5,"Unheard echo question
right alignment--whole question",10,10,10,FALSE
5,"Surprise-disapproval question
speech+gesture",1,0,11,FALSE
5,"Surprise-disapproval question
gesture+speech",1,0,11,FALSE
5,"Surprise-disapproval question
right alignment",10,10,11,FALSE
5,"Surprise-disapproval question
misalignment (dicenne)",0,0,11,FALSE
5,"Disapproval echo question
speech+gesture",1,0,12,FALSE
5,"Disapproval echo question
gesture+speech",0,0,12,FALSE
5,"Disapproval echo question
alignment on che LLP",0,0,12,FALSE
5,"Disapproval echo question
misalignment (buone che)",0,0,12,FALSE
5,"Disapproval echo question
right alignment--whole sentence",9,10,12,FALSE
5,"Declarative biased question
speech+gesture",2,0,13,FALSE
5,"Declarative biased question
gesture+speech",1,0,13,FALSE
5,"Declarative biased question
right alignment",10,10,13,FALSE
5,"Declarative biased question
misalignment (chiuenne)",1,0,13,FALSE
5,"Can’t-find-the-value-of-x question
speech+gesture",2,0,14,FALSE
5,"Can’t-find-the-value-of-x question
gesture+speech",0,0,14,FALSE
5,"Can’t-find-the-value-of-x question
misalignment (ha fatte)",0,0,14,FALSE
5,"Can’t-find-the-value-of-x question
right alignment",10,10,14,FALSE
5,"Subject wh-question
speech+gesture",2,0,15,FALSE
5,"Subject wh-question
right alignment",10,10,15,FALSE
5,"Subject wh-question
misalignment (a figlia)",0,0,15,FALSE
5,"Subject wh-question
gesture+speech",0,0,15,FALSE
6,"Info-seeking wh-question
speech+gesture",2,0,1,FALSE
6,"Info-seeking wh-question
gesture+speech",0,0,1,FALSE
6,"Info-seeking wh-question
right alignment",10,10,1,FALSE
6,"Info-seeking wh-question
misalignment (aldo)",0,0,1,FALSE
6,"Yes/no question
speech+gesture",1,0,2,FALSE
6,"Yes/no question
gesture+speech",1,0,2,FALSE
6,"Yes/no question
right alignment",0,0,2,FALSE
6,"Yes/no question
misalignment (festa)",0,0,2,FALSE
6,"Counter-expectational question
speech+gesture",1,0,3,FALSE
6,"Counter-expectational question
gesture+speech",1,0,3,FALSE
6,"Counter-expectational question
right alignment",10,10,3,FALSE
6,"Counter-expectational question
misalignment (a sta schola)",0,0,3,FALSE
6,"Rhetorical question
speech+gesture",1,0,4,FALSE
6,"Rhetorical question
gesture+speech",0,0,4,FALSE
6,"Rhetorical question
right alignment",10,10,4,FALSE
6,"Rhetorical question
misalignment (Giuseppe)",0,0,4,FALSE
6,"Info-seeking non wh-question
speech+gesture",2,0,5,FALSE
6,"Info-seeking non wh-question
gesture+speech",0,0,5,FALSE
6,"Info-seeking non wh-question
misalignment (Posillipo)",0,0,5,FALSE
6,"Info-seeking non wh-question
right alignment",0,0,5,FALSE
6,"Disapproval echo-question (wh-to-HLP)
speech+gesture",1,0,6,FALSE
6,"Disapproval echo-question (wh-to-HLP)
gesture+speech",2,0,6,FALSE
6,"Disapproval echo-question (wh-to-HLP)
misalignment (buone)",0,0,6,FALSE
6,"Disapproval echo-question (wh-to-HLP)
right alignment",10,10,6,FALSE
6,"Object wh-question
speech+gesture",1,0,7,FALSE
6,"Object wh-question
gesture+speech",0,0,7,FALSE
6,"Object wh-question
misalignment (bive)",0,0,7,FALSE
6,"Object wh-question
right alignment",10,10,7,FALSE
6,"Topicalization (aldo)
gesture+speech",1,0,8,FALSE
6,"Topicalization (aldo)
misalignment (whole sentence)",0,0,8,FALSE
6,"Topicalization (aldo)
right alignment on aldo",10,10,8,FALSE
6,"Topicalization (aldo)
speech+gesture",0,0,8,FALSE
6,"Disapproval echo question (wh-to-LLP/tutto)
speech+gesture",1,0,9,FALSE
6,"Disapproval echo question (wh-to-LLP/tutto)
gesture+speech",2,0,9,FALSE
6,"Disapproval echo question (wh-to-LLP/tutto)
alignment on LLP che",0,0,9,FALSE
6,"Disapproval echo question (wh-to-LLP/tutto)
misalignment (tutto che)",0,0,9,FALSE
6,"Disapproval echo question (wh-to-LLP/tutto)
right alignment--whole sentence",10,10,9,FALSE
6,"Unheard echo question
speech+gesture",1,0,10,TRUE
6,"Unheard echo question
gesture+speech",1,0,10,FALSE
6,"Unheard echo question
misalignment (buone che)",0,0,10,FALSE
6,"Unheard echo question
che LLP",0,0,10,FALSE
6,"Unheard echo question
right alignment--whole question",10,10,10,FALSE
6,"Surprise-disapproval question
speech+gesture",1,0,11,FALSE
6,"Surprise-disapproval question
gesture+speech",0,0,11,FALSE
6,"Surprise-disapproval question
right alignment",10,10,11,FALSE
6,"Surprise-disapproval question
misalignment (dicenne)",0,0,11,FALSE
6,"Disapproval echo question
speech+gesture",0,0,12,FALSE
6,"Disapproval echo question
gesture+speech",0,0,12,FALSE
6,"Disapproval echo question
alignment on che LLP",0,0,12,FALSE
6,"Disapproval echo question
misalignment (buone che)",0,0,12,FALSE
6,"Disapproval echo question
right alignment--whole sentence",10,10,12,FALSE
6,"Declarative biased question
speech+gesture",1,0,13,FALSE
6,"Declarative biased question
gesture+speech",1,0,13,FALSE
6,"Declarative biased question
right alignment",10,10,13,FALSE
6,"Declarative biased question
misalignment (chiuenne)",1,0,13,FALSE
6,"Can’t-find-the-value-of-x question
speech+gesture",2,0,14,FALSE
6,"Can’t-find-the-value-of-x question
gesture+speech",0,0,14,FALSE
6,"Can’t-find-the-value-of-x question
misalignment (ha fatte)",0,0,14,FALSE
6,"Can’t-find-the-value-of-x question
right alignment",10,10,14,FALSE
6,"Subject wh-question
speech+gesture",1,0,15,FALSE
6,"Subject wh-question
right alignment",10,10,15,FALSE
6,"Subject wh-question
misalignment (a figlia)",0,0,15,FALSE
6,"Subject wh-question
gesture+speech",0,0,15,FALSE
7,"Info-seeking wh-question
speech+gesture",1,0,1,FALSE
7,"Info-seeking wh-question
gesture+speech",0,0,1,FALSE
7,"Info-seeking wh-question
right alignment",10,10,1,FALSE
7,"Info-seeking wh-question
misalignment (aldo)",0,0,1,FALSE
7,"Yes/no question
speech+gesture",1,0,2,FALSE
7,"Yes/no question
gesture+speech",1,0,2,FALSE
7,"Yes/no question
right alignment",0,0,2,FALSE
7,"Yes/no question
misalignment (festa)",0,0,2,FALSE
7,"Counter-expectational question
speech+gesture",1,0,3,FALSE
7,"Counter-expectational question
gesture+speech",1,0,3,FALSE
7,"Counter-expectational question
right alignment",10,10,3,FALSE
7,"Counter-expectational question
misalignment (a sta schola)",0,0,3,FALSE
7,"Rhetorical question
speech+gesture",1,0,4,FALSE
7,"Rhetorical question
gesture+speech",0,0,4,FALSE
7,"Rhetorical question
right alignment",10,10,4,FALSE
7,"Rhetorical question
misalignment (Giuseppe)",0,0,4,FALSE
7,"Info-seeking non wh-question
speech+gesture",1,0,5,FALSE
7,"Info-seeking non wh-question
gesture+speech",0,0,5,FALSE
7,"Info-seeking non wh-question
misalignment (Posillipo)",0,0,5,FALSE
7,"Info-seeking non wh-question
right alignment",0,0,5,FALSE
7,"Disapproval echo-question (wh-to-HLP)
speech+gesture",2,0,6,FALSE
7,"Disapproval echo-question (wh-to-HLP)
gesture+speech",0,0,6,FALSE
7,"Disapproval echo-question (wh-to-HLP)
misalignment (buone)",0,0,6,FALSE
7,"Disapproval echo-question (wh-to-HLP)
right alignment",10,10,6,FALSE
7,"Object wh-question
speech+gesture",1,0,7,FALSE
7,"Object wh-question
gesture+speech",0,0,7,FALSE
7,"Object wh-question
misalignment (bive)",0,0,7,FALSE
7,"Object wh-question
right alignment",10,10,7,FALSE
7,"Topicalization (aldo)
gesture+speech",0,0,8,FALSE
7,"Topicalization (aldo)
misalignment (whole sentence)",0,0,8,FALSE
7,"Topicalization (aldo)
right alignment on aldo",10,10,8,FALSE
7,"Topicalization (aldo)
speech+gesture",0,0,8,FALSE
7,"Disapproval echo question (wh-to-LLP/tutto)
speech+gesture",1,0,9,FALSE
7,"Disapproval echo question (wh-to-LLP/tutto)
gesture+speech",0,0,9,FALSE
7,"Disapproval echo question (wh-to-LLP/tutto)
alignment on LLP che",0,0,9,FALSE
7,"Disapproval echo question (wh-to-LLP/tutto)
misalignment (tutto che)",0,0,9,FALSE
7,"Disapproval echo question (wh-to-LLP/tutto)
right alignment--whole sentence",10,10,9,FALSE
7,"Unheard echo question
speech+gesture",1,0,10,TRUE
7,"Unheard echo question
gesture+speech",0,0,10,FALSE
7,"Unheard echo question
misalignment (buone che)",0,0,10,FALSE
7,"Unheard echo question
che LLP",0,0,10,FALSE
7,"Unheard echo question
right alignment--whole question",10,10,10,FALSE
7,"Surprise-disapproval question
speech+gesture",1,0,11,FALSE
